Rank	Time	Wind	Name	Country	Birthdate	City	Date
767	9.99	+0.9	Donovan Bailey	CAN	16.12.67	Baton Rouge	22.04.1995
767	9.99	+1.0	Frank Fredericks	NAM	02.10.67	Villeneuve d'Ascq	25.05.1996
767	9.99	-0.3	Jon Drummond	USA	09.09.68	Atlanta	14.06.1996
767	9.99	+0.7	Dennis Mitchell	USA	20.02.66	Atlanta	27.07.1996
767	9.99	0.0	Donovan Bailey	CAN	16.12.67	Burnaby	18.05.1997
767	9.99	+1.2	Tim Montgomery	USA	28.01.75	Ath&iacute;nai	02.08.1997
767	9.99	+0.5	Frank Fredericks	NAM	02.10.67	Ath&iacute;nai	02.08.1997
767	9.99	-0.7	Maurice Greene	USA	23.07.74	Z&uuml;rich	13.08.1997
767	9.99	+0.4	Tim Montgomery	USA	28.01.75	Monaco	16.08.1997
767	9.99	-0.7	Donovan Bailey	CAN	16.12.67	K&ouml;ln	24.08.1997
767	9.99	+0.3	Frank Fredericks	NAM	02.10.67	Berlin	26.08.1997
767	9.99	-0.5	Maurice Greene	USA	23.07.74	Sydney	28.02.1998
767	9.99	0.0	Ato Boldon	TTO	30.12.73	Roma	14.07.1998
767	9.99	+0.1	Ato Boldon	TTO	30.12.73	Berlin	01.09.1998
767	9.99	+1.1	Dwain Chambers	GBR	05.04.78	N&uuml;rnberg	13.06.1999
767	9.99	-0.7	Maurice Greene	USA	23.07.74	Z&uuml;rich	11.08.1999
767	9.99	0.0	Leonard Myles-Mills	GHA	09.05.73	Johannesburg	15.09.1999
767	9.99	+0.4	Bernard Williams	USA	19.01.78	Durham	02.06.2000
767	9.99	-0.3	Ato Boldon	TTO	30.12.73	Sydney	23.09.2000
767	9.99	+1.1	Ato Boldon	TTO	30.12.73	Lausanne	04.07.2001
767	9.99	+2.0	Bernard Williams	USA	19.01.78	Oslo	13.07.2001
767	9.99	-0.2	Dwain Chambers	GBR	05.04.78	Edmonton	05.08.2001
767	9.99	+0.6	Shawn Crawford	USA	14.01.78	Pretoria	12.04.2002
767	9.99	+0.5	Brian Lewis	USA	05.12.74	Cayenne	04.05.2002
767	9.99	+0.7	Maurice Greene	USA	23.07.74	Palo Alto	21.06.2002
767	9.99	+0.4	Maurice Greene	USA	23.07.74	Saint-Denis	05.07.2002
767	9.99	+0.1	Bernard Williams	USA	19.01.78	Monaco	19.07.2002
767	9.99	+1.5	Mickey Grimes	USA	10.10.76	Z&uuml;rich	15.08.2003
767	9.99	+1.3	Kim Collins	SKN	05.04.76	Z&uuml;rich	15.08.2003
767	9.99	+1.8	Asafa Powell	JAM	23.11.82	Spanish Town	12.06.2004
767	9.99	0.0	Coby Miller	USA	19.10.76	Sacramento	11.07.2004
767	9.99	-0.2	Asafa Powell	JAM	23.11.82	Ath&iacute;nai	21.08.2004
767	9.99	+0.2	Shawn Crawford	USA	14.01.78	Bruxelles	03.09.2004
767	9.99	+1.6	Abdul Aziz Zakari	GHA	02.09.76	Ath&iacute;nai	14.06.2005
767	9.99	+1.0	Shawn Crawford	USA	14.01.78	Carson	25.06.2005
767	9.99	+1.0	Darrel Brown	TTO	11.10.84	Port of Spain	25.06.2005
767	9.99	+1.8	Ronald Pognon	FRA	16.11.82	Lausanne	05.07.2005
767	9.99	-1.0	Justin Gatlin	USA	10.02.82	Helsinki	07.08.2005
767	9.99	0.0	Justin Gatlin	USA	10.02.82	Bruxelles	26.08.2005
767	9.99	+0.5	Abdul Aziz Zakari	GHA	02.09.76	Rieti	28.08.2005
767	9.99	+1.3	Francis Obikwelu	POR	22.11.78	G&ouml;teborg	08.08.2006
767	9.99	+1.0	Marcus Brunson	USA	24.04.78	Z&uuml;rich	18.08.2006
767	9.99	+0.3	Asafa Powell	JAM	23.11.82	Bruxelles	25.08.2006
767	9.99	+0.9	Samuel Francis	QAT	27.03.87	Amman	26.07.2007
767	9.99	+1.6	Mark Jelks	USA	10.04.84	Eugene	28.06.2008
767	9.99	-0.1	Churandy Martina	AHO	03.07.84	Beijing	15.08.2008
767	9.99	0.0	Richard Thompson	TTO	07.06.85	Beijing	15.08.2008
767	9.99	-0.5	Walter Dix	USA	31.01.86	Z&uuml;rich	29.08.2008
767	9.99	-0.3	Daniel Bailey	ANT	09.09.86	Bel&eacute;m	24.05.2009
767	9.99	+0.4	Lerone Clarke	JAM	02.10.81	Z&uuml;rich	28.08.2009
767	9.99	-1.5	Asafa Powell	JAM	23.11.82	Rieti	06.09.2009
767	9.99	+1.1	Dwain Chambers	GBR	05.04.78	Bergen	19.06.2010
767	9.99	+1.1	Mario Forsythe	JAM	30.10.85	Rieti	29.08.2010
767	9.99	+2.0	Travis Padgett	USA	13.12.86	Clermont	21.05.2011
767	9.99	+1.3	Mike Rodgers	USA	24.04.85	Eugene	24.06.2011
767	9.99	+1.0	Nesta Carter	JAM	10.11.85	Lausanne	30.06.2011
767	9.99	+1.0	Jaysuma Saidy Ndure	NOR	01.01.84	Lausanne	30.06.2011
767	9.99	+0.4	Lerone Clarke	JAM	02.10.81	Ad-Dawhah	11.05.2012
767	9.99	+0.7	Mike Rodgers	USA	24.04.85	New York City	09.06.2012
767	9.99	0.0	Tyson Gay	USA	09.08.82	Saint-Denis	06.07.2012
767	9.99	+1.2	Mike Rodgers	USA	24.04.85	Ad-Dawhah	10.05.2013
767	9.99	+1.2	Nesta Carter	JAM	10.11.85	Ad-Dawhah	10.05.2013
767	9.99	+0.3	Isiah Young	USA	05.01.90	Greensboro	23.05.2013
767	9.99	-1.2	Nickel Ashmeade	JAM	07.04.90	Kingston	21.06.2013
767	9.99	+0.8	Nesta Carter	JAM	10.11.85	Birmingham	30.06.2013
767	9.99	+0.2	Kim Collins	SKN	05.04.76	Budapest	10.07.2013
767	9.99	-0.4	Jimmy Vicaut	FRA	27.02.92	Monaco	19.07.2013
767	9.99	+0.2	Nesta Carter	JAM	10.11.85	London	26.07.2013
767	9.99	-0.3	Justin Gatlin	USA	10.02.82	Moskva	10.08.2013
767	9.99	+0.1	Kemar Bailey-Cole	JAM	10.01.92	Zagreb	03.09.2013
767	9.99	+0.7	Walter Dix	USA	31.01.86	Rieti	08.09.2013
767	9.99	+1.6	Bryce Robinson	USA	13.11.93	Storrs	17.05.2015
767	9.99	+0.2	Mike Rodgers	USA	24.04.85	Beijing	20.05.2015
767	9.99	+1.5	Su Bingtian	CHN	29.08.89	Eugene	30.05.2015
767	9.99	+1.5	Kim Collins	SKN	05.04.76	Eugene	30.05.2015
767	9.99	+1.7	Beejay Lee	USA	05.03.93	Eugene	25.06.2015
767	9.99	-0.2	Akani Simbine	RSA	21.09.93	Velenje	01.07.2015
767	9.99	+1.3	Mike Rodgers	USA	24.04.85	Saint-Denis	04.07.2015
767	9.99	-0.3	Femi Ogunode	QAT	31.01.91	Beijing	22.08.2015
767	9.99	+0.3	Andre De Grasse	CAN	10.11.94	Beijing	22.08.2015
767	9.99	-0.4	Trayvon Bromell	USA	10.07.95	Beijing	23.08.2015
767	9.99	-0.4	Jimmy Vicaut	FRA	27.02.92	Beijing	23.08.2015
767	9.99	-0.4	Su Bingtian	CHN	29.08.89	Beijing	23.08.2015
767	9.99	-0.4	Jimmy Vicaut	FRA	27.02.92	Bruxelles	11.09.2015
767	9.99	+2.0	Omar McLeod	JAM	25.04.94	Fayetteville	23.04.2016
767	9.99	+1.0	Jimmy Vicaut	FRA	27.02.92	Roma	02.06.2016
767	9.99	+1.1	Ben Youssef Meit&eacute;	CIV	11.11.86	Praha	06.06.2016
767	9.99	+1.7	Rondel Sorrillo	TTO	21.01.86	Port of Spain	25.06.2016
767	9.99	-0.1	Andre De Grasse	CAN	10.11.94	Edmonton	09.07.2016
767	9.99	+0.4	Akani Simbine	RSA	21.09.93	Z&uuml;rich	01.09.2016
767	9.99	+0.4	Ben Youssef Meit&eacute;	CIV	11.11.86	Z&uuml;rich	01.09.2016
767	9.99	+0.1	Ronnie Baker	USA	15.10.93	Torrance	15.04.2017
767	9.99	-1.2	Akani Simbine	RSA	21.09.93	Ad-Dawhah	05.05.2017
767	9.99	+0.6	Nethaneel Mitchell-Blake	GBR	02.04.94	Columbia	13.05.2017
767	9.99	+0.8	Julian Forte	JAM	01.07.93	Kingston	23.06.2017
767	9.99	-0.1	Ben Youssef Meit&eacute;	CIV	11.11.86	Paris	01.07.2017
767	9.99	+0.9	Akani Simbine	RSA	21.09.93	Sz&eacute;kesfeh&eacute;rv&aacute;r	04.07.2017
767	9.99	+0.2	Akani Simbine	RSA	21.09.93	Lausanne	06.07.2017
767	9.99	0.0	Julian Forte	JAM	01.07.93	London	04.08.2017
767	9.99	-0.8	Yohan Blake	JAM	26.12.89	London	05.08.2017
882	10.00	0.0	Carl Lewis	USA	01.07.61	Dallas	16.05.1981
882	10.00	+1.9	Carl Lewis	USA	01.07.61	Modesto	15.05.1982
882	10.00	+2.0	Marian Woronin	POL	13.08.56	Warszawa	09.06.1984
882	10.00	+1.0	Chidi Imoh	NGR	27.08.63	Berlin	15.08.1986
882	10.00	+0.5	Leroy Burrell	USA	21.02.67	Bruxelles	10.08.1990
882	10.00	+1.9	Dennis Mitchell	USA	20.02.66	New York City	14.06.1991
882	10.00	-1.3	Linford Christie	GBR	02.04.60	Barcelona	01.08.1992
882	10.00	+0.1	Linford Christie	GBR	02.04.60	Stuttgart	14.08.1993
882	10.00	+1.0	Michael Marsh	USA	04.08.67	Walnut	17.04.1994
882	10.00	+1.0	Dennis Mitchell	USA	20.02.66	Berlin	30.08.1994
882	10.00	+0.6	Linford Christie	GBR	02.04.60	Tokyo	15.09.1995
882	10.00	+1.6	Vincent Henderson	USA	20.10.72	Fayetteville	13.04.1996
882	10.00	+0.6	Jon Drummond	USA	09.09.68	Atlanta	14.06.1996
882	10.00	-0.1	Michael Marsh	USA	04.08.67	Atlanta	15.06.1996
882	10.00	+1.1	Michael Marsh	USA	04.08.67	Atlanta	15.06.1996
882	10.00	-0.4	Jon Drummond	USA	09.09.68	Lausanne	03.07.1996
882	10.00	-0.5	Donovan Bailey	CAN	16.12.67	Atlanta	27.07.1996
882	10.00	-0.6	Dennis Mitchell	USA	20.02.66	Atlanta	27.07.1996
882	10.00	+0.7	Michael Marsh	USA	04.08.67	Atlanta	27.07.1996
882	10.00	+0.9	Brian Lewis	USA	05.12.74	Indianapolis	12.06.1997
882	10.00	-0.8	Ato Boldon	TTO	30.12.73	Ath&iacute;nai	03.08.1997
882	10.00	-0.3	Ato Boldon	TTO	30.12.73	Port of Spain	08.05.1998
882	10.00	+1.6	Tim Montgomery	USA	28.01.75	New Orleans	19.06.1998
882	10.00	+0.7	Frank Fredericks	NAM	02.10.67	Nice	16.07.1998
882	10.00	-1.0	Ato Boldon	TTO	30.12.73	Uniondale	21.07.1998
882	10.00	-0.3	Jon Drummond	USA	09.09.68	Lausanne	25.08.1998
882	10.00	-0.3	Obadele Thompson	BAR	30.03.76	Lausanne	25.08.1998
882	10.00	-0.1	Obadele Thompson	BAR	30.03.76	Kuala Lumpur	17.09.1998
882	10.00	+1.9	Koji Ito	JPN	29.01.70	Bangkok	13.12.1998
882	10.00	+1.1	Eric Nkansah	GHA	12.12.74	N&uuml;rnberg	13.06.1999
882	10.00	+0.4	Frank Fredericks	NAM	02.10.67	Lausanne	02.07.1999
882	10.00	+1.0	Eric Nkansah	GHA	12.12.74	Luzern	05.07.1999
882	10.00	+0.2	Obadele Thompson	BAR	30.03.76	Sevilla	22.08.1999
882	10.00	+1.9	Coby Miller	USA	19.10.76	Eugene	24.06.2000
882	10.00	+0.7	Francis Obikwelu	NGR	22.11.78	Roma	30.06.2000
882	10.00	+0.7	Ato Boldon	TTO	30.12.73	Roma	30.06.2000
882	10.00	+0.2	Ato Boldon	TTO	30.12.73	Oslo	28.07.2000
882	10.00	-1.0	Ato Boldon	TTO	30.12.73	Z&uuml;rich	11.08.2000
882	10.00	+1.1	Dwain Chambers	GBR	05.04.78	Lausanne	04.07.2001
882	10.00	+0.9	Bernard Williams	USA	19.01.78	Roma	12.07.2002
882	10.00	-1.3	Coby Miller	USA	19.10.76	Z&uuml;rich	16.08.2002
882	10.00	+1.3	Frank Fredericks	NAM	02.10.67	Durban	11.04.2003
882	10.00	+0.5	Kim Collins	SKN	05.04.76	Eugene	24.05.2003
882	10.00	0.0	Deji Aliu	NGR	22.11.75	Tr&iacute;kala	24.06.2003
882	10.00	+1.5	Darvis Patton	USA	04.12.77	Z&uuml;rich	15.08.2003
882	10.00	+0.4	Asafa Powell	JAM	23.11.82	Lausanne	06.07.2004
882	10.00	-0.7	Shawn Crawford	USA	14.01.78	Sacramento	10.07.2004
882	10.00	+1.1	Abdul Aziz Zakari	GHA	02.09.76	Stockholm	27.07.2004
882	10.00	+0.6	Kim Collins	SKN	05.04.76	Ath&iacute;nai	22.08.2004
882	10.00	+1.0	Justin Gatlin	USA	10.02.82	Carson	25.06.2005
882	10.00	+1.0	Kim Collins	SKN	05.04.76	London	22.07.2005
882	10.00	-1.0	Abdul Aziz Zakari	GHA	02.09.76	Helsinki	07.08.2005
882	10.00	+0.5	Dwight Thomas	JAM	23.09.80	Linz	23.08.2005
882	10.00	-0.6	Marc Burns	TTO	07.01.83	Monaco	10.09.2005
882	10.00	+1.0	Travis Padgett	USA	13.12.86	Greensboro	27.05.2006
882	10.00	-0.1	Derrick Atkins	BAH	05.01.84	Saint-Denis	06.07.2007
882	10.00	+0.1	Tyson Gay	USA	09.08.82	Osaka	26.08.2007
882	10.00	+1.0	Richard Thompson	TTO	07.06.85	Austin	05.04.2008
882	10.00	+0.8	Churandy Martina	AHO	03.07.84	El Paso	12.04.2008
882	10.00	+1.6	Xavier Carter	USA	08.12.85	Eugene	28.06.2008
882	10.00	+1.6	Dwain Chambers	GBR	05.04.78	Birmingham	12.07.2008
882	10.00	-0.5	Michael Frater	JAM	06.10.82	London	25.07.2008
882	10.00	-1.1	Walter Dix	USA	31.01.86	Tallahassee	11.04.2009
882	10.00	+1.4	Travis Padgett	USA	13.12.86	Ad-Dawhah	08.05.2009
882	10.00	+1.4	Trindon Holliday	USA	27.04.86	Fayetteville	10.06.2009
882	10.00	-0.9	Usain Bolt	JAM	21.08.86	Toronto	11.06.2009
882	10.00	+0.3	Trindon Holliday	USA	27.04.86	Fayetteville	12.06.2009
882	10.00	+0.9	Dwain Chambers	GBR	05.04.78	Berlin	16.08.2009
882	10.00	+0.9	Marc Burns	TTO	07.01.83	Berlin	16.08.2009
882	10.00	-0.4	Tyson Gay	USA	09.08.82	Bruxelles	04.09.2009
882	10.00	-0.2	Darvis Patton	USA	04.12.77	Thessalon&iacute;ki	12.09.2009
882	10.00	-0.6	Asafa Powell	JAM	23.11.82	Daegu	25.09.2009
882	10.00	+1.4	Rae Edwards	USA	07.05.81	New York City	12.06.2010
882	10.00	-0.1	Yohan Blake	JAM	26.12.89	Reims	30.06.2010
882	10.00	-0.1	Daniel Bailey	ANT	09.09.86	Reims	30.06.2010
882	10.00	-0.3	Daniel Bailey	ANT	09.09.86	Saint-Denis	16.07.2010
882	10.00	+0.9	Mike Rodgers	USA	24.04.85	Rieti	29.08.2010
882	10.00	+0.9	Jaysuma Saidy Ndure	NOR	01.01.84	Rieti	29.08.2010
882	10.00	+0.3	Walter Dix	USA	31.01.86	Daegu	12.05.2011
882	10.00	+0.6	Christophe Lemaitre	FRA	11.06.90	Roma	26.05.2011
882	10.00	+0.9	Daniel Bailey	ANT	09.09.86	Montreuil-sous-Bois	07.06.2011
882	10.00	+1.3	Maurice Mitchell	USA	22.02.89	Des Moines	10.06.2011
882	10.00	+0.4	Kim Collins	SKN	05.04.76	Guadalajara	24.10.2011
882	10.00	+1.8	Michael Frater	JAM	06.10.82	Kingston	05.05.2012
882	10.00	+0.4	Mike Rodgers	USA	24.04.85	Ad-Dawhah	11.05.2012
882	10.00	-1.5	Tyson Gay	USA	09.08.82	New York City	09.06.2012
882	10.00	+1.6	Tyson Gay	USA	09.08.82	Eugene	23.06.2012
882	10.00	+1.4	Mike Rodgers	USA	24.04.85	Eugene	24.06.2012
882	10.00	+0.8	Yohan Blake	JAM	26.12.89	Kingston	28.06.2012
882	10.00	+1.1	Kemar Bailey-Cole	JAM	10.01.92	Kingston	29.06.2012
882	10.00	+1.6	Michael Frater	JAM	06.10.82	Luzern	17.07.2012
882	10.00	+1.6	Marc Burns	TTO	07.01.83	Luzern	17.07.2012
882	10.00	+1.3	Yohan Blake	JAM	26.12.89	London	04.08.2012
882	10.00	-0.1	Ryan Bailey	USA	13.04.89	Lausanne	23.08.2012
882	10.00	+0.1	Kemar Bailey-Cole	JAM	10.01.92	Berlin	02.09.2012
882	10.00	+0.5	Usain Bolt	JAM	21.08.86	Kingston	20.06.2013
882	10.00	+0.4	Christophe Lemaitre	FRA	11.06.90	Moskva	11.08.2013
882	10.00	+0.4	Zhang Peimeng	CHN	13.03.87	Moskva	11.08.2013
882	10.00	-0.3	Mike Rodgers	USA	24.04.85	Z&uuml;rich	29.08.2013
882	10.00	+1.7	Keston Bledman	TTO	08.03.88	Port of Spain	21.06.2014
882	10.00	-0.8	Mike Rodgers	USA	24.04.85	Saint-Denis	05.07.2014
882	10.00	+1.6	Trentavis Friday	USA	05.06.95	Eugene	05.07.2014
882	10.00	+1.0	Nesta Carter	JAM	10.11.85	London	20.07.2014
882	10.00	-0.5	Kemar Bailey-Cole	JAM	10.01.92	Glasgow	28.07.2014
882	10.00	0.0	Kemar Bailey-Cole	JAM	10.01.92	Glasgow	28.07.2014
882	10.00	0.0	Justin Gatlin	USA	10.02.82	Amsterdam	22.08.2014
882	10.00	+0.6	James Dasaolu	GBR	05.09.87	Bruxelles	05.09.2014
882	10.00	+1.0	Adam Gemili	GBR	06.10.93	Birmingham	07.06.2015
882	10.00	+2.0	Nesta Carter	JAM	10.11.85	Birmingham	07.06.2015
882	10.00	0.0	Isiah Young	USA	05.01.90	Eugene	26.06.2015
882	10.00	+0.3	Akani Simbine	RSA	21.09.93	Gwangju	09.07.2015
882	10.00	+0.9	Femi Ogunode	QAT	31.01.91	Beijing	23.08.2015
882	10.00	-0.5	Tyson Gay	USA	09.08.82	Beijing	23.08.2015
882	10.00	-0.5	Asafa Powell	JAM	23.11.82	Beijing	23.08.2015
882	10.00	-0.5	Jimmy Vicaut	FRA	27.02.92	Beijing	23.08.2015
882	10.00	-0.1	Femi Ogunode	QAT	31.01.91	Rovereto	08.09.2015
882	10.00	+1.0	Kemar Bailey-Cole	JAM	10.01.92	Kingston	11.06.2016
882	10.00	+1.9	John Teeters	USA	19.05.93	Eugene	02.07.2016
882	10.00	+1.6	Mike Rodgers	USA	24.04.85	Eugene	03.07.2016
882	10.00	+1.8	Joel Fearon	GBR	11.10.88	Manchester	17.08.2016
882	10.00	-0.1	Akani Simbine	RSA	21.09.93	Saint-Denis	27.08.2016
882	10.00	+2.0	Jaylen Bacon	USA	05.08.96	Arlington	14.05.2017
882	10.00	+1.3	Kyree King	USA	09.07.94	Eugene	07.06.2017
882	10.00	+0.6	Akani Simbine	RSA	21.09.93	Kingston	10.06.2017
882	10.00	+1.2	Justin Gatlin	USA	10.02.82	Sacramento	22.06.2017
882	10.00	+1.2	Mike Rodgers	USA	24.04.85	Sacramento	22.06.2017
882	10.00	+0.5	Yohan Blake	JAM	26.12.89	Kingston	23.06.2017
882	10.00	+0.2	Isiah Young	USA	05.01.90	Lausanne	06.07.2017
882	10.00	+2.0	Yunier P&eacute;rez	CUB	16.02.85	Madrid	14.07.2017
1011	10.01	+0.9	Pietro Mennea	ITA	28.06.52	Ciudad de M&eacute;xico	04.09.1979
1011	10.01	+1.8	Leroy Burrell	USA	21.02.67	Durham	01.06.1990
1011	10.01	+1.9	Bode Osagiobare	NGR	01.12.70	El Paso	16.04.1994
1011	10.01	+2.0	Andre Cason	USA	20.01.69	San Jos&eacute;	28.05.1994
1011	10.01	+0.2	Linford Christie	GBR	02.04.60	Linz	04.07.1994
1011	10.01	+1.0	Jon Drummond	USA	09.09.68	Berlin	30.08.1994
1011	10.01	+0.6	Jeff Laynes	USA	03.10.70	Tempe	06.04.1996
1011	10.01	+0.6	Leroy Burrell	USA	21.02.67	Atlanta	14.06.1996
1011	10.01	+0.6	Davidson Ezinwa	NGR	22.11.71	Linz	21.08.1996
1011	10.01	+0.8	Kareem Streete-Thompson	USA	30.03.73	Lausanne	02.07.1997
1011	10.01	+0.6	Maurice Greene	USA	23.07.74	Stockholm	07.07.1997
1011	10.01	-0.7	Tim Montgomery	USA	28.01.75	K&ouml;ln	24.08.1997
1011	10.01	-0.1	Ato Boldon	TTO	30.12.73	Ath&iacute;nai	17.06.1998
1011	10.01	+0.2	Francis Obikwelu	NGR	22.11.78	Oslo	09.07.1998
1011	10.01	-0.3	Jon Drummond	USA	09.09.68	Bruxelles	28.08.1998
1011	10.01	+1.9	Tim Montgomery	USA	28.01.75	Mito	05.05.1999
1011	10.01	0.0	Francis Obikwelu	NGR	22.11.78	Johannesburg	15.09.1999
1011	10.01	+0.2	Michael Marsh	USA	04.08.67	Raleigh	17.06.2000
1011	10.01	+0.5	Francis Obikwelu	NGR	22.11.78	Ath&iacute;nai	28.06.2000
1011	10.01	-1.7	Maurice Greene	USA	23.07.74	Sacramento	15.07.2000
1011	10.01	+0.4	Ato Boldon	TTO	30.12.73	Stockholm	01.08.2000
1011	10.01	+0.4	Obadele Thompson	BAR	30.03.76	Stockholm	01.08.2000
1011	10.01	-0.1	Maurice Greene	USA	23.07.74	Monaco	18.08.2000
1011	10.01	-0.2	Tim Montgomery	USA	28.01.75	Berlin	01.09.2000
1011	10.01	+0.6	Dwain Chambers	GBR	05.04.78	Sevilla	08.06.2001
1011	10.01	+0.5	Maurice Greene	USA	23.07.74	Roma	29.06.2001
1011	10.01	+1.7	Dwain Chambers	GBR	05.04.78	Birmingham	14.07.2001
1011	10.01	-1.2	Maurice Greene	USA	23.07.74	Edmonton	05.08.2001
1011	10.01	+0.3	Francis Obikwelu	POR	22.11.78	Bruxelles	30.08.2002
1011	10.01	+0.3	Kim Collins	SKN	05.04.76	Bruxelles	30.08.2002
1011	10.01	0.0	Darrel Brown	TTO	11.10.84	Saint-Denis	24.08.2003
1011	10.01	-0.4	John Capel	USA	27.11.78	Sacramento	10.07.2004
1011	10.01	+0.8	Leonard Scott	USA	19.01.80	Sacramento	11.07.2004
1011	10.01	+1.9	Maurice Greene	USA	23.07.74	Carson	25.06.2005
1011	10.01	+0.5	Justin Gatlin	USA	10.02.82	London	22.07.2005
1011	10.01	+1.1	Kim Collins	SKN	05.04.76	Sheffield	21.08.2005
1011	10.01	+0.6	Dwight Thomas	JAM	23.09.80	Berlin	04.09.2005
1011	10.01	-0.6	Abdul Aziz Zakari	GHA	02.09.76	Monaco	10.09.2005
1011	10.01	-0.6	Dwight Thomas	JAM	23.09.80	Monaco	10.09.2005
1011	10.01	-0.4	Justin Gatlin	USA	10.02.82	Shanghai	17.09.2005
1011	10.01	+1.5	Marcus Brunson	USA	24.04.78	Carson	21.05.2006
1011	10.01	+1.6	Shawn Crawford	USA	14.01.78	Oslo	02.06.2006
1011	10.01	-0.6	Leonard Scott	USA	19.01.80	London	28.07.2006
1011	10.01	0.0	Jason Smoots	USA	13.07.80	Rieti	27.08.2006
1011	10.01	+1.3	Joshua J. Johnson	USA	10.05.76	Zaragoza	28.07.2007
1011	10.01	+1.8	Mickey Grimes	USA	10.10.76	Zaragoza	28.07.2007
1011	10.01	+0.8	Asafa Powell	JAM	23.11.82	Osaka	25.08.2007
1011	10.01	+1.4	Jaysuma Saidy Ndure	NOR	01.01.84	Ad-Dawhah	09.05.2008
1011	10.01	+0.8	Marc Burns	TTO	07.01.83	Port of Spain	21.06.2008
1011	10.01	+1.6	Jeffery Demps	USA	08.01.90	Eugene	28.06.2008
1011	10.01	-0.5	Richard Thompson	TTO	07.06.85	London	25.07.2008
1011	10.01	-0.1	Michael Frater	JAM	06.10.82	Beijing	16.08.2008
1011	10.01	0.0	Marc Burns	TTO	07.01.83	Beijing	16.08.2008
1011	10.01	+1.1	Trindon Holliday	USA	27.04.86	Gainesville	17.05.2009
1011	10.01	-0.3	Mike Rodgers	USA	24.04.85	Bel&eacute;m	24.05.2009
1011	10.01	+0.9	Jacoby Ford	USA	27.07.87	Fayetteville	10.06.2009
1011	10.01	+0.5	Richard Thompson	TTO	07.06.85	Port of Spain	20.06.2009
1011	10.01	+0.4	Steve Mullings	JAM	29.11.82	Roma	10.07.2009
1011	10.01	+0.4	Mike Rodgers	USA	24.04.85	Berlin	15.08.2009
1011	10.01	+0.2	Marc Burns	TTO	07.01.83	Berlin	16.08.2009
1011	10.01	0.0	Marc Burns	TTO	07.01.83	Z&uuml;rich	28.08.2009
1011	10.01	+1.4	Keston Bledman	TTO	08.03.88	New York City	12.06.2010
1011	10.01	+1.7	Richard Thompson	TTO	07.06.85	Port of Spain	26.06.2010
1011	10.01	+0.3	Mike Rodgers	USA	24.04.85	Shanghai	15.05.2011
1011	10.01	+2.0	Dwain Chambers	GBR	05.04.78	S&atilde;o Paulo	22.05.2011
1011	10.01	+1.3	Richard Thompson	TTO	07.06.85	Eugene	04.06.2011
1011	10.01	+0.4	Michael Frater	JAM	06.10.82	Birmingham	10.07.2011
1011	10.01	+1.0	Michael Frater	JAM	06.10.82	Monaco	22.07.2011
1011	10.01	-1.6	Nesta Carter	JAM	10.11.85	London	05.08.2011
1011	10.01	+0.1	Kim Collins	SKN	05.04.76	Berlin	11.09.2011
1011	10.01	+0.1	Kim Collins	SKN	05.04.76	Zagreb	13.09.2011
1011	10.01	+0.2	Lerone Clarke	JAM	02.10.81	Guadalajara	25.10.2011
1011	10.01	+0.7	Ryan Bailey	USA	13.04.89	Eagle Rock	05.05.2012
1011	10.01	+1.0	Usain Bolt	JAM	21.08.86	Kingston	29.06.2012
1011	10.01	+1.1	Nesta Carter	JAM	10.11.85	Kingston	29.06.2012
1011	10.01	0.0	Nesta Carter	JAM	10.11.85	Dubnica nad V&aacute;hom	26.08.2012
1011	10.01	+1.4	Kim Collins	SKN	05.04.76	Z&uuml;rich	30.08.2012
1011	10.01	+0.9	Yoshihide Kiryu	JPN	15.12.95	Hiroshima	28.04.2013
1011	10.01	+2.0	Antoine Adams	SKN	31.08.88	Basseterre	16.06.2013
1011	10.01	+2.0	Jason Rogers	SKN	31.08.91	Basseterre	16.06.2013
1011	10.01	+1.1	Rakieem Salaam	USA	05.04.90	Des Moines	21.06.2013
1011	10.01	-0.2	Jimmy Vicaut	FRA	27.02.92	Moskva	11.08.2013
1011	10.01	-0.3	Nesta Carter	JAM	10.11.85	Z&uuml;rich	29.08.2013
1011	10.01	+0.1	Justin Gatlin	USA	10.02.82	Zagreb	03.09.2013
1011	10.01	+1.5	Trayvon Bromell	USA	10.07.95	Austin	29.03.2014
1011	10.01	0.0	Antoine Adams	SKN	31.08.88	Waterford	22.06.2014
1011	10.01	+0.6	Tyson Gay	USA	09.08.82	Bruxelles	05.09.2014
1011	10.01	+0.6	Nesta Carter	JAM	10.11.85	Bruxelles	05.09.2014
1011	10.01	+1.5	Keston Bledman	TTO	08.03.88	Gainesville	24.04.2015
1011	10.01	+1.8	Andrew Fisher	JAM	15.12.91	Kingston	09.05.2015
1011	10.01	+0.9	Keston Bledman	TTO	08.03.88	Ad-Dawhah	15.05.2015
1011	10.01	+1.7	Sean McLean	USA	23.03.92	Eugene	25.06.2015
1011	10.01	+0.9	Andrew Fisher	JAM	15.12.91	Kingston	26.06.2015
1011	10.01	+0.1	Asafa Powell	JAM	23.11.82	Atlanta	01.08.2015
1011	10.01	-0.2	Jak Ali Harvey	TUR	05.04.89	Ankara	04.09.2015
1011	10.01	-0.7	Asafa Powell	JAM	23.11.82	Warszawa	13.09.2015
1011	10.01	+1.5	Akani Simbine	RSA	21.09.93	Pretoria	12.03.2016
